industry_type,production_scale,energy_source_type,energy_use_per_unit,water_consumption,material_input_tons,waste_generated_tons,recycled_percentage,hazardous_waste_tons,CO2_emissions_tons,NOx_emissions,wastewater_emission_index,recycling_rate,byproduct_reuse_index,energy_recovery_rate,cost_savings_from_recycling,production_cost_index,region,distance_to_industrial_area,population_density,eco_industrial_park_member,sustainability_certified,Symbiosis_Score_Percentage,Symbiosis_Potential
Food Processing,261.0485183892994,Renewable,6.726187243970851,2419.866895698592,426.5061483043866,131.80417757423083,83.6119712078531,34.89955586914539,692.4411772921545,21.957193727502855,0.970977191589147,0.6676249422717565,0.6310437015601646,0.14337448211781645,24377.535197712503,0.3226554837590404,West,16.069621972255565,5006.374496746913,0,0,36.26367687580893,Low
Paper,395.3175399173551,Renewable,2.7696952426244037,6042.657653673146,487.34586758965196,95.40048928232169,24.634338526975174,77.75606762078445,674.5700274398,1.3088447928068168,0.6785314107300647,0.3362996681674852,0.6904469548445262,0.3590691024200161,23898.66254478038,0.47439975695962633,Central,39.409872824798505,7439.772324716633,0,0,22.390757987865275,Low
Paper,230.7409448620206,Renewable,2.9000700434394013,9480.480084985214,484.2239902218533,288.8528084842037,82.29349041805067,3.0041856048036486,529.3343306025397,21.11406685975629,0.010073661993231453,0.20912149981765793,0.8763002048845052,0.7213299075430464,4495.871754989457,0.5482117582434023,Central,53.33121975329409,4100.486147403623,0,0,37.95750588017185,Low
Steel,138.27428442290665,Renewable,1.8774953305466995,7088.845739959316,90.88394557836972,289.524026382037,84.61702143640795,25.280377829311504,411.77439438440217,25.659209419119897,0.4810187798004618,0.14216031481640107,0.2736623382993597,0.6134695619505186,11464.919622520489,0.6301584587155068,Central,35.75110304139889,7134.481144238973,0,0,28.487800038229324,Low
Paper,235.12907748811077,Mixed,3.3587530800221956,11812.744393003428,285.5328551888243,90.38372856885647,56.70143204452386,25.12878552714966,582.7615550427046,9.755051423818527,0.4144479350354795,0.7135837464317873,0.6019170852194046,0.42421589543261223,23729.893014548583,0.4776380578249171,East,54.996892193694634,3741.7089993896943,0,0,35.29282226630272,Low
Cement,243.9864498822149,Mixed,7.99680743103366,14965.530922645088,424.3992101309989,146.48940353961513,65.77521807892839,50.677129538861806,24.624007962764956,23.368018460111603,0.1067138599937687,0.4553968958833398,0.410354468945287,0.9182772795486474,2696.053874197552,0.4726479075308389,Central,37.19291988319949,2362.3550578906816,1,0,57.79858332225253,Medium
Electronics,317.339822153173,Non-renewable,3.840258180305427,3271.415282509004,212.43438922043066,291.9890268047066,42.49017220123177,8.464028753931192,482.10378921079837,26.063126996013928,0.92320883587219,0.34117692276032496,0.06066976388921953,0.7114967944651159,11524.481694407226,0.8898090937501557,South,28.020767305697625,7348.020761183336,1,0,24.21368989594283,Low
Textile,303.6306730114894,Mixed,2.5434190428237446,7164.9368850638,704.4694141144223,6.436180258373452,33.952290038287614,50.28352247030889,680.9767852448045,27.632000096079384,0.8050112990817236,0.820987714225681,0.16277080676549827,0.1056752819449644,10709.039098385476,0.32511767743253994,South,25.681193672793203,3225.8935902951807,0,0,19.17396518669181,Low
Automobile,208.81601395103377,Mixed,6.337380191328871,6749.2665778519195,115.33196709607553,126.74008327184903,71.3685674908898,7.603219252129554,298.38191199630876,31.167931219873076,0.23008590842000187,0.5842518949124457,0.3424927057372295,0.7201682994686435,11494.532186111708,0.8934272484546912,North,34.050360601109865,4126.552048986801,0,1,49.75331090421311,Medium
Pharmaceutical,149.76739439810768,Renewable,4.797297024238593,4915.141724859787,415.53833125403213,34.634977155885686,83.2593876663437,7.596291793466481,104.46569805667512,12.797900095711952,0.2559807588429972,0.516202102756926,0.5584999740637241,0.07163470031527251,22353.16098353284,0.3286511646470379,North,3.8009905692116646,2765.112933739282,0,1,52.611774888372494,Medium
Food Processing,286.41733368618543,Renewable,2.0472101466886676,3372.384992444199,568.562043134864,155.20159984096776,65.59659200123855,58.25466857507858,348.2842547997008,22.927189779059187,0.032018053319450956,0.7190412484780542,0.8433272990266444,0.6352909908056649,24114.49345272931,0.4730048566768115,Central,54.14496079879687,5370.133282267692,0,1,59.11636312574543,Medium
Electronics,214.94525905705018,Mixed,3.6648277681260604,1452.5356891000588,246.31332510086182,12.27763658944371,53.48520190495668,25.930813906623705,587.1414702656353,39.27237167570148,0.29671745157904095,0.7840248262117595,0.7620027063812955,0.23943455266339286,36541.92378616683,0.5962145129816101,Central,67.91823999646043,7961.243555047076,0,1,53.05056913746723,Medium
Steel,122.32838756010572,Renewable,3.901288008775403,13363.230099743627,518.1805527481386,125.03503726023523,23.508605181754582,78.19383581709982,103.69494408912458,35.97669474127371,0.5846220089133536,0.6674658398804475,0.5480003051804934,0.6767979881338019,16669.17986299633,0.3859790058085951,East,29.66091336656325,399.0056811452032,1,1,60.359532825342136,Medium
Automobile,368.18313639564343,Mixed,6.276807903984531,6587.806116451606,672.038862606781,70.10622706167386,14.543990571409545,2.9882349148443943,180.71787696605418,38.130284409885476,0.42084338838666824,0.4460056867394174,0.11648337611672085,0.3288016099830165,37209.99885143879,0.3809078175112343,Central,5.590584619054047,7218.814446855391,1,1,46.315002610983754,Medium
Paper,301.1909944350894,Mixed,1.1446995822433312,7704.985018250709,192.75273132128567,162.32596692532854,47.883802170973446,35.60853309743953,135.09044052638595,15.75238774187857,0.9692554637196809,0.39136891340496865,0.3073156613554807,0.8357056771600083,26774.26510939847,0.4537876279565675,Central,78.96849659607349,230.62324451627015,1,0,37.05408806114934,Low
Pharmaceutical,298.618834062554,Mixed,2.883137527588173,13795.65969891328,737.9154438686471,298.8181264847064,14.194712914280808,9.05087501392189,641.6192493486755,31.583660182918138,0.056080169263670876,0.744498444445432,0.38003778310301944,0.35322245293231436,36681.09504422112,0.8841043101441417,Central,22.568463925183224,3040.977472940446,1,0,23.411468904847062,Low
Paper,343.22684029173564,Renewable,4.623174109208654,11756.211923981244,465.1688994967685,241.15815101239056,58.393443712114134,28.11031734064869,69.05624551293974,24.985969094533736,0.5914301588990106,0.5161164445762575,0.6095454666834583,0.6077262698638672,33671.939863841835,0.5280701153247385,West,11.876447491880294,1515.1330890582115,1,0,41.320392892396384,Medium
Chemical,249.49173716962594,Mixed,2.8819271971699036,2392.268329699171,274.42400322579545,254.4644170292043,42.53198126201056,79.85779604872404,555.5374716492577,3.768035780958523,0.858309440507048,0.6839474706656387,0.10843126068185699,0.30733480368858945,28128.132849492125,0.6395969029615152,West,30.84069562189618,6107.2658892459,0,0,13.445016125530277,Low
Chemical,340.81741708878627,Mixed,5.399038331932992,8698.589530312265,373.14370653670306,192.40317127092885,74.3610751729674,71.10740093908254,305.83639818748924,33.04722537170408,0.4807409124097226,0.8513589101724967,0.527174199050426,0.8754993906279603,15532.024181720459,0.7225748414289879,East,59.60744916941742,594.7645579059531,1,1,75.05191436550378,High
Pharmaceutical,239.38904112352185,Renewable,4.373072354922316,6912.658009533608,284.14391283979097,17.260155240316273,35.9801222310756,3.8659527084317524,609.5171694505358,27.245500416115902,0.0029627205603968143,0.8743015712630329,0.8613181185302364,0.7528963829253551,11162.197012038303,0.7453331013145263,East,24.925494557464127,4517.182637957758,0,1,54.200330917678976,Medium
Pharmaceutical,101.49612797302723,Mixed,3.5319717840170646,12059.56055239206,593.8333699499871,66.0053144330225,60.40352958223173,45.06046750605467,772.2190666515494,8.357235700853039,0.2428014998262752,0.29994407531651535,0.6848894261276626,0.2689725887101428,10450.874549457225,0.712824579807213,South,46.82684990572005,2500.4238439934384,0,0,21.19028057386889,Low
Steel,209.67938816886038,Mixed,7.644460388093585,11001.371940373263,647.2254975613491,277.89404415188125,55.70309934918354,51.825784385954854,109.3453336774562,3.649673018463723,0.32376897566796614,0.21910095524526269,0.7673691259064807,0.9039170413027936,38182.60582333869,0.502156915915035,East,34.413679566097095,1242.6279411446767,0,1,46.11322296118091,Medium
Pharmaceutical,239.18876607356498,Non-renewable,5.425116494305202,10510.882967710544,674.7030442389957,113.00336978898162,10.400556169390498,16.762769916010054,265.2203320326176,33.56237416060906,0.9659944945574624,0.28515862430315403,0.6635080835231661,0.37144183061860536,38425.80603891561,0.36703669641363745,South,11.185591397576243,6220.182054400598,1,0,27.81175868414283,Low
Cement,310.46482612233467,Renewable,1.9095896058755886,5437.9001144585045,789.3261871893059,35.5728343118347,16.15309885246638,11.60844587171602,651.8978336207084,3.6166222649024418,0.9117732818386994,0.7262345934819524,0.235930200955333,0.6366784529004688,29543.592193923738,0.4690298851999265,Central,27.762386974384597,1895.8513071910024,0,0,16.891159887548966,Low
Paper,114.10519364117579,Non-renewable,4.9206418821037685,12171.97409078919,643.4632193725126,212.20958293052956,34.68129806131174,72.35049077324187,227.60354111991765,4.108477681974247,0.9491705051076303,0.3830522324415441,0.14943543805941678,0.7185679080029568,35584.24739490614,0.426177136061704,East,58.539899445697195,1944.6666540285235,0,1,31.899096409954872,Low
Electronics,124.80593237134369,Mixed,6.465122972406307,1259.6737861254878,501.0380530164225,93.34002856060512,84.98998188676504,77.50531531867013,187.7940656959119,17.382627372220455,0.8257584576169683,0.2060503527571968,0.796541605704418,0.07061194531842108,36921.8541970043,0.38176638292159004,East,49.736303991852765,2345.5989240757995,0,1,47.654968638938044,Medium
Plastic,164.37881684307726,Mixed,5.959427882449582,2814.561070766425,304.41522379383787,84.31278930673065,22.49627116648118,79.35142858557134,663.794822737798,5.824514222569344,0.3516477341139044,0.13854694325627231,0.6759539924139755,0.9130706115415216,21439.135467733864,0.3146980390509712,East,11.342713630917757,4776.7807578586135,0,1,35.87335595077246,Low
Pharmaceutical,165.2794858786823,Renewable,2.2046246050668157,5366.53745817972,458.44658653306203,299.4033493896868,70.42601808914604,63.18094189877076,789.9242439246568,36.58994909898742,0.9058764220962006,0.344581869946719,0.5675554029347314,0.35999717547862836,25904.26824375654,0.8614355094350485,South,14.739147957716067,5345.394267187837,0,1,36.016426950220875,Low
Food Processing,314.29906510689995,Mixed,7.806939993280723,1613.7078955045786,80.80112959280407,258.150982882863,92.73615812294442,53.08016555242057,454.3668603154133,19.07621548239785,0.9816845059370488,0.1725227963154602,0.22035457847142137,0.22080100408810177,17912.670920968154,0.8526206319272029,South,51.977202025980745,337.29968487049075,1,0,35.16538692030622,Low
Chemical,160.23381137971128,Renewable,4.141695520226242,3907.417024253028,608.6188066474348,125.34165641851311,77.19824197874819,27.658420175439833,236.87802370000463,22.981463735855574,0.3500713122749529,0.19073625127997623,0.5930104687805781,0.8156370125556482,17902.64904284,0.33025020337810157,North,65.44640231702778,2086.5831616875644,1,0,51.115051777548345,Medium
Cement,282.59138027438325,Mixed,2.113175026181829,12537.189253469813,384.4666588190763,294.1770563058672,30.650355743398734,13.711864985980196,330.8814500480421,37.160190534384455,0.2605559659864489,0.6654955761016431,0.0781896066999438,0.682609354541073,3460.2989084953556,0.40385074369224105,South,29.259010684737202,3561.5725715412063,1,0,25.8520322507964,Low
Automobile,238.16763204424686,Renewable,2.2613702788970356,14249.64729795615,65.01742229914072,196.78340090866803,87.21104713511194,6.318447949298536,152.701655359215,21.44539741271477,0.5469162927822213,0.06775888610156475,0.1569552209545635,0.12806894536101732,18485.21549842261,0.3837002828776762,South,48.434238643789115,2789.420226857618,0,1,38.27133154876276,Low
Plastic,263.4542010174082,Non-renewable,1.6876449453235636,4916.7341587257615,96.8802061328081,223.89662330452927,17.914108303213155,55.46379748411936,614.272077534787,14.466850265314083,0.18715219259893,0.1557979354628942,0.33070113482398206,0.15534012323909258,27592.612837500965,0.4687337606529104,West,15.310199922664212,7096.531136384911,0,0,1.5325355377287864,Low
Electronics,348.1942282170547,Mixed,6.62462675904454,4335.479157838154,340.5998478663175,14.29634770925242,49.79206505901254,62.77787321434866,623.3097339017589,31.987626679725356,0.032624221406380216,0.8099289420917868,0.44936444967004785,0.693672683588284,18035.322312049702,0.4224413222872447,East,26.28735427861526,6344.128100914067,0,0,33.97859962205169,Low
Plastic,209.40208049568778,Mixed,1.8542134602529405,4558.44345757319,487.5661392638263,40.873551507676844,85.44106215674516,66.1162921963984,702.5943740583457,17.992582800270824,0.9458311711158697,0.8104226765164279,0.1585080462398003,0.11730493036317557,35151.56772132435,0.867512122438713,South,3.5810760424981027,5081.943681202854,0,1,45.813360974697694,Medium
Pharmaceutical,326.6916406605666,Renewable,1.8758767999922286,4526.926766587236,398.152961714095,191.76011231639032,64.50758528683393,73.10120026430388,40.74999960531983,13.079542311291064,0.9257406324414192,0.3463191308872192,0.1579461654717822,0.8754578916116585,14637.39219146669,0.35050226193612233,East,61.92552392836276,2836.73084477691,0,1,40.61818505232367,Medium
Steel,215.05153905621995,Renewable,6.953301303325864,1020.9876416966084,514.4032379691162,270.21207488159774,45.1597880018544,70.39436509106989,458.3454464685758,29.067563614918615,0.16265385376212105,0.12915770753185607,0.7033042945252719,0.7173861232528699,7041.91776931228,0.4270024962027019,East,33.278765942291415,5665.244289800046,1,1,45.192095896576944,Medium
Chemical,193.23884049959983,Mixed,3.4122285911329175,13940.287021801067,410.22069409351684,189.0043991958407,34.88909367265934,79.9793017806474,187.11923878768383,32.1634242262152,0.40774024692971944,0.6844733004264852,0.562747465880137,0.3519429853702899,32839.230247704254,0.3484339827497487,West,65.6577947450084,6780.376500197197,0,0,21.921771975976355,Low
Chemical,386.76069674023057,Mixed,1.216005330156507,3598.6230527697617,546.27788411101,44.53734382410258,41.88344945205975,19.525120877380104,285.8887520840386,31.772788619578723,0.8310363132726856,0.3741185189964869,0.5303677826998985,0.37664490130280437,27610.020896486498,0.888231209186662,East,57.253093689772655,4839.676943400096,1,0,35.30666328873639,Low
Automobile,138.99869461726823,Renewable,1.363267096628876,6590.059074180372,214.34454850310064,39.149213642665764,53.26005138578933,61.06460921697685,632.2653799234758,39.11813935808395,0.661000298820853,0.09091816448443324,0.45719104560579493,0.5058464865836912,11189.14032818211,0.8510481054582031,South,66.6420527268212,6318.799441768358,1,0,25.77106921636412,Low
Steel,108.90782738483452,Mixed,1.995193126927269,640.4597997440322,134.63239038771604,254.0348392681041,37.118734039188624,46.916760989983814,169.78624884196702,31.573344480561026,0.3947875091707139,0.1920442831698187,0.9288887957101074,0.37487247228368614,22385.147729604854,0.7299789538592467,East,24.281376227464857,6043.018698918033,0,1,35.50045474784178,Low
Paper,326.71549617135315,Non-renewable,2.493753435829827,12940.348818268329,497.325465969245,46.09418991883472,92.36226827699548,20.899610596286593,517.9065654532499,30.912370719973108,0.744170997182819,0.17349333076762186,0.09482025460493909,0.7551216962944841,17270.388866564113,0.555583819331948,North,16.43848097337193,4659.551027050514,1,0,44.345231816706935,Medium
Textile,101.8399057133093,Mixed,5.656023359668838,11101.7814945963,413.51713770223057,158.4684283486875,89.31160051062233,78.55242578295542,530.5616291544065,34.370667522580696,0.8970473882101909,0.580204709444896,0.21256445854541967,0.9272632496914541,37676.67150455499,0.41410688131439555,North,77.8086432468303,2635.0290912077853,1,1,72.64027781042195,High
Cement,347.8652770249694,Mixed,2.1012839600127977,14227.962510018697,70.15074053370148,15.94842938887917,84.00707479821726,71.83184838194018,764.1932536237945,0.5073152141699909,0.926158330525868,0.8583058252432051,0.6327569816611136,0.5760693638943738,25078.619454983902,0.43289383501208545,West,57.95156738918782,6017.10083240992,0,1,65.85873582896562,Medium
Chemical,219.90188683431793,Non-renewable,1.832120738239504,11833.424448347787,335.3614141197769,28.797581380397325,45.85553601942554,10.281253475529315,624.6255242525709,14.816040741916941,0.378849611922189,0.7637648299911116,0.17272908846611718,0.45143359490077595,8018.79192510568,0.565824005133607,South,67.05529689828029,1813.0116575893303,0,0,24.277149932576915,Low
Food Processing,372.9643767334125,Renewable,6.353033990333954,5048.744424754946,129.59418911824662,203.3427389546451,68.76065039349446,2.092667385873588,646.8354147798809,29.63532229335967,0.17356068007281888,0.541864440515507,0.5804428442082564,0.25049672624139546,21081.641200205435,0.7609336028018889,West,3.0244031493748307,6280.009102477963,0,0,27.48089548250275,Low
Chemical,310.8905155590098,Mixed,5.697386987019401,4094.1637015621427,448.5176238145214,208.30851607611743,86.74049109805699,55.066460986614146,434.6485842339569,24.188900938855955,0.9128388581939751,0.42993964843473204,0.560985102932972,0.6380900773230201,34777.159635906326,0.4588376975993753,North,29.648006383079153,6475.4641987117575,0,1,55.257185343934374,Medium
Plastic,275.32949344254644,Non-renewable,4.047269550186654,10616.886459522748,346.83325974532306,105.7334749494905,82.28650645270888,48.33045030852281,165.68902958664913,7.5140941039488975,0.09255544586102826,0.6068090381619785,0.9239046652756777,0.6670191756338574,27516.87346123354,0.486475147520788,South,59.93970186503187,6612.73006064891,0,1,64.79616670630512,Medium
Chemical,383.77817505848503,Renewable,4.845168400360728,5779.635237652242,509.86393332726345,68.6048807466982,45.21779619171765,74.86524992889167,351.9394252603143,12.497457018997542,0.7216883912281636,0.4494314668820727,0.8450478383441201,0.6666715463129274,34013.17889174893,0.6599665748426824,East,8.0826609732187,3888.744573631969,0,1,50.03041327399918,Medium
Chemical,206.92779937665736,Mixed,3.1838881422849292,8710.11772841294,654.2016640776787,245.04452987340585,19.552814192392162,18.72042297282959,448.6018673392199,13.803308137743217,0.14049731486080164,0.27148921031868434,0.9009980093907073,0.07428653228164309,11515.173926894331,0.4426376173669522,South,46.25251450637698,1701.349988609289,0,0,10.087183708150103,Low
Textile,385.3078196926826,Mixed,4.377502941647524,590.7333298838183,274.7515128811181,69.04545269361766,16.428580925936703,6.751035831598964,549.1670163366956,22.929210391306484,0.3893868546676922,0.6612777098170516,0.15224213252658164,0.8592098905944238,35757.35232780659,0.6505311727756822,Central,35.46767586149025,977.8440805153361,0,0,19.514747118321154,Low
Textile,123.20040877478621,Mixed,4.54670854287922,1397.342674366891,771.5765781237707,164.89798555158202,59.05044384418473,20.737226701758917,494.0131072289032,33.348132709422515,0.41155574654502736,0.8359195511671889,0.8313335935287699,0.35429590708625897,30713.23060931854,0.5322785359633708,South,3.3740875570063693,5998.217753805809,0,1,54.935551844011655,Medium
Electronics,234.80158141837208,Mixed,3.7106608982466716,8262.835147133943,451.72587544068085,290.6216080545571,64.62337449292919,1.514211240917076,327.30270655544996,37.333425301218355,0.15875791511208337,0.38558329761277443,0.16618159555547535,0.7197491862334481,29698.72270664699,0.3206209235408088,East,20.40609501531721,7112.838799332543,0,1,36.64051611030397,Low
Paper,166.37159116550237,Non-renewable,7.346005474705139,8708.038873498394,513.718099066091,48.61646916940322,82.23662139074705,2.871420095114594,226.9442234567563,30.128650307718743,0.922681434006612,0.8073846209222032,0.61963896068959,0.7338262163902878,15168.560651013926,0.5416207717391783,Central,24.21377514720371,5276.539198927872,0,0,55.31707356294112,Medium
Food Processing,252.74968925062188,Mixed,1.1124330548670431,11396.067694660484,560.5042799193028,282.55849891093914,34.86377672898764,73.18862447366077,151.2200576988728,33.79654041198399,0.0026681680092862647,0.4379738418351414,0.698070344610202,0.6354994809310156,35731.00642290007,0.8517151677114869,West,10.725075815013152,1324.448471029283,0,0,22.30253962839619,Low
Chemical,131.84444092530708,Renewable,6.475198841638723,2413.497134547445,550.0486473931924,58.95345065525725,24.23499169675361,28.16132660015026,561.1994012923677,19.068790358834885,0.8938085432166306,0.41120234878948336,0.19476814833435724,0.4053798708298629,26243.21634094223,0.47586712748007637,South,51.25987895992751,7492.192298437078,0,1,27.292827690606316,Low
Chemical,349.28949129921386,Non-renewable,1.8706798186892701,7941.154714473292,433.22805728379655,172.39574636685273,42.215495820146955,32.864720080774454,523.4109659637384,15.896125125080353,0.8838293234754855,0.0754919217923249,0.6193934383365857,0.5975457951348729,34369.90012078649,0.4936994336618814,West,20.907034347647343,7914.995713406693,1,0,36.83904651897022,Low
Cement,350.85051178065834,Renewable,6.582831523760396,3319.4908442594847,371.57321833601264,116.21727502782966,40.05388550874338,1.4697323630483528,556.1505232910891,16.01198701969657,0.3169636536980016,0.6757510112306693,0.09721444362079465,0.08617882213208891,15716.915327478328,0.33956453283557214,South,23.65432097031229,3580.3531574923913,0,1,31.856579571703872,Low
Textile,385.67562007151326,Mixed,5.311383409737049,1851.343733659073,90.33647313303342,289.65393744303867,21.259861091517653,21.64174241374773,310.57141318618,24.833521869428306,0.7042842698792755,0.7767522726024406,0.31393947716854714,0.7357062129691156,7534.779460445548,0.6690284691415767,North,72.0626106596115,4839.637256335415,0,0,19.013174766300658,Low
Food Processing,129.4950850826356,Mixed,6.902946636554817,6452.189013878042,66.56438397588481,85.69489855557138,67.14402546361794,64.37807869931449,224.67810160518113,5.407349869454456,0.2528089112983155,0.6472012276027049,0.8790426445407049,0.13962978349550503,14628.812848372248,0.8095454185790034,North,38.435601230064876,6262.382456012931,0,1,56.93963023785544,Medium
Automobile,279.466416289597,Mixed,1.6826002794862822,2868.38139729133,318.47089589957346,122.89911061529732,53.23881496199696,49.23927677333754,612.5826363711218,23.39002022021532,0.7587735622539384,0.18622485625274915,0.20455804661168225,0.40707583321964147,19300.045200256936,0.511753735855861,East,32.58599546360324,5943.840362390349,0,1,35.86914004517464,Low
Electronics,231.75593878411829,Mixed,4.912864438698419,3715.8386837886196,300.2456679752695,294.94373476734904,71.29543426975513,60.30244808691322,623.4449681431606,26.772747977257158,0.5611197417877434,0.1429641207973788,0.10874299320529474,0.14325690889846993,22269.480255528713,0.44414733451199306,North,58.461940988547944,7748.740097080904,0,0,9.051517663185109,Low
Paper,190.20279425415464,Non-renewable,4.50761516183538,5104.541408107775,340.77136612925506,163.2587654005996,39.97874521442745,35.777099263502805,375.38077169413566,17.836895238146433,0.30022545424765834,0.5655728764566855,0.4493103796899134,0.8033670012371851,21410.750197038426,0.8739671124983153,Central,72.94987615686715,1096.0881104145535,0,1,45.21916493578893,Medium
Steel,192.49285156295002,Mixed,5.94335228074351,4261.131810776345,153.7761506661425,153.27588410826976,37.6846879841047,24.7783377401064,497.28518611851285,38.15010348246111,0.4002347536376546,0.41136462876614166,0.8155563876745444,0.5452721540923633,22750.074512589446,0.7470435687548931,Central,3.9528342265206193,4729.653955913885,1,1,56.06591017089603,Medium
Paper,212.09393619416073,Mixed,4.74003386325573,1770.0738123862227,603.6262029026327,81.04465402017743,50.168947508727726,38.62480746626963,311.34533810075817,24.52442425899322,0.6898887322384035,0.4361880051370306,0.11900514377146096,0.6718596081523451,33984.81907847201,0.6402981355699588,South,36.96263003132093,5597.065073450119,1,1,54.53491086116309,Medium
Plastic,305.576175900465,Renewable,4.785141969931729,1803.7855504656832,692.7233110821792,211.90225029158023,84.5796243585875,25.845685472460094,567.5188160934492,9.189979153346695,0.906097449643783,0.9210202220687069,0.3699818287073676,0.6643239528583517,8463.847355150458,0.48331869980693043,West,49.64094577407989,7142.767708663826,0,0,42.733189070628384,Medium
Chemical,271.4515386458095,Non-renewable,4.007171605032452,3302.1165208954385,754.0359765305262,9.240020774444405,13.423911072388329,67.11768773392544,671.8628453853396,19.42904216862389,0.13072651656727463,0.7015304040737589,0.8597973511033935,0.807445608492654,14009.949216417093,0.4324788107858405,Central,26.84792165382719,7018.055096201576,1,1,57.91734422500911,Medium
Electronics,227.09808408356196,Non-renewable,3.161840968051386,1233.1082254133148,419.27172763971936,19.606225762176592,78.41078947020013,23.813897247427658,556.8219563218065,27.17847526684411,0.5713639696691571,0.420608965286981,0.1563399949500089,0.1693124630106212,35767.12263654715,0.7294464234002804,South,62.24780232561285,7828.398389778062,0,1,42.06528715562786,Medium
Plastic,104.29869131827907,Mixed,4.375850528765345,9583.626785315444,575.6492743440715,181.8107832050618,41.3639470759093,52.7810912362467,419.81444894076645,13.28335042092892,0.25372919945711747,0.0671893518575434,0.3296016553207519,0.6437553263643957,23297.41177321655,0.6130732902824065,West,77.77521148108136,4194.211940713896,1,0,23.821157078152208,Low
Food Processing,104.88491010526627,Renewable,1.829446511378804,4666.237389379078,691.6633425769044,105.79399927644397,82.64261719202061,10.958577784762227,377.75320840404885,3.6458434484164153,0.8013722498754592,0.08068612806794324,0.7505785503821334,0.5676206489632917,24168.81507404374,0.6123598900817886,North,75.58733456752209,6679.934761143168,0,1,47.56601642998836,Medium
Steel,80.74860500024904,Renewable,7.730593372881593,4556.31653265153,363.7183333201144,286.22832979928336,78.1872557510478,54.949319498792796,521.0093277610806,23.54570757107996,0.07023730586948107,0.6663233260812705,0.5388898884249239,0.07780741031418384,20166.376695330186,0.3442258912033463,South,22.746638071635466,3532.797323393156,0,0,36.003506877426744,Low
Textile,389.66380422626764,Renewable,6.000875345386188,5313.975266447595,282.05959615283325,271.44125376322177,39.644706028667514,73.0639769280027,550.2524954490376,37.940871660477356,0.6889557901711698,0.8039648835659875,0.7990998265702247,0.2312806179405223,22861.036129473287,0.6073166860557636,West,19.65438571812391,3494.0482472770514,0,0,27.865887249254893,Low
Electronics,81.68122193868317,Renewable,7.667269816814928,10110.545976040963,752.5434168901176,215.54334630962865,68.97950550233736,48.686652371192665,455.80896594914043,19.660343429745364,0.1749460136910298,0.6869323665947153,0.15043585374391855,0.2908143872403987,9527.029761283846,0.7936464186236962,East,76.68426141965524,2176.1172428883,0,0,23.55067761932203,Low
Electronics,112.98999872439836,Mixed,2.587091676309743,13124.191281510613,436.7574133078048,246.3529464327014,23.568784325742413,44.78843040275818,507.4549745837681,36.29130868555799,0.5963854184032292,0.41529897734425286,0.8784987542417504,0.11530073788624953,22780.942177888875,0.8680795666774554,East,37.77302201965434,6582.250838749993,1,0,31.49391548951585,Low
Chemical,180.6708981790115,Non-renewable,7.155387141235696,11506.760522056757,422.9404149431585,201.86289565196952,86.18393193392198,76.88946144173121,95.33917234573514,33.483431740681915,0.835692587192692,0.0780221641375126,0.8914206150636879,0.3692478253089213,39892.57886062244,0.3640094384890411,Central,18.247222400605956,7889.357825345422,0,1,48.24981483030993,Medium
Pharmaceutical,338.37768058136356,Mixed,6.661529891944769,11049.173838263878,183.81207242262184,42.0467202994974,44.3817404784123,50.19172442526771,762.3771025910148,6.3228049535423425,0.7550806621216796,0.9206614672117067,0.1897817181320357,0.07448225784392812,23509.807771119,0.6786991264194425,West,57.14576316317262,2199.465481108611,0,1,39.29046947189019,Low
Electronics,387.87161144451767,Renewable,5.7400668872037155,7523.672191212314,131.11626093001757,230.8352940583148,48.72817730519201,20.76403466184661,636.8029897109866,28.472711912505048,0.7529428876836373,0.937702455942278,0.08048791796607505,0.5478651430319565,3687.2936930291526,0.6410083504789481,East,24.184785264495744,637.8263865643642,0,0,21.942992139630395,Low
Cement,332.80433881339394,Renewable,5.37520430259644,10560.180576027471,681.5801468626337,67.00663077205968,69.98951933814371,23.391281907819234,311.6637383712914,17.700888240343147,0.5178453121869052,0.5444280962998418,0.9408572437600119,0.24035086452180854,32264.55448532507,0.8341874945688852,Central,22.84526405554208,6561.231011868257,0,1,58.57908342588682,Medium
Steel,300.979274382605,Renewable,3.21584765687509,8515.054336486955,510.59988214063856,100.41564225455805,79.77142011991234,56.42453140287418,458.9938365438314,10.384729847886007,0.8907455918497214,0.11360386822559503,0.4840264330721819,0.3083027949582787,17066.06629148873,0.7507464181109229,South,70.58142536006721,5037.794409771098,0,0,25.786973656459217,Low
Steel,246.8162135723422,Renewable,6.714875494755215,3635.632658704669,294.36843801458656,246.67409257021396,30.089133182897815,58.8349275113749,56.913133506408656,27.63406504883477,0.5881051982419979,0.5368752553230202,0.5648678636318882,0.8694244635541556,7839.6936430593505,0.879157121499188,South,14.673373963398468,7685.650644297834,1,1,54.87844083375322,Medium
Cement,107.74566779589875,Renewable,4.5106082303581365,3524.5313322452353,193.80216304269985,163.27505447606723,66.2147618895446,24.279698543121214,52.15769491926711,29.835098386928642,0.9175179685495706,0.8531046231987275,0.6043142602999186,0.5025351642111728,34775.75263661427,0.8760195225491978,West,7.022649824366439,2167.465908800227,1,0,60.42075626928499,Medium
